Cache_Type,Number,Steps,Cache_Hit
0,5839,217,0
0,7345,163,0
0,2718,66,0
0,22668,131,0
0,9292,184,0
0,27232,64,0
0,32349,28,0
0,10543,179,0
0,26636,95,0
0,21095,43,1
0,12206,156,0
0,20288,43,1
0,25861,25,0
0,13876,32,0
0,31580,191,0
0,28981,72,0
0,12648,81,0
0,30341,134,0
0,5436,67,0
0,12639,200,0
0,27860,33,0
0,24782,64,1
0,20483,180,0
0,9835,166,0
0,26313,77,0
0,3034,61,1
0,5978,49,0
0,15663,177,0
0,2399,71,0
0,26548,46,0
0,20533,56,1
0,26532,77,0
0,23608,100,1
0,1224,39,0
0,4960,90,0
0,15662,102,0
0,13235,45,0
0,22086,131,0
0,30298,85,0
0,28708,77,1
0,24674,113,0
0,29639,95,0
0,22119,100,0
0,15500,53,0
0,29375,103,0
0,7731,145,0
0,23009,175,0
0,13350,68,0
0,26394,33,0
0,3042,110,0
0,7119,49,0
0,2989,48,0
0,19926,74,0
0,16385,53,0
0,13753,32,0
0,19801,136,0
0,17365,48,0
0,28984,121,0
0,7098,57,0
0,5288,116,0
0,20273,35,0
0,17289,110,0
0,32470,67,0
0,14174,58,0
0,29741,46,0
0,22908,82,0
0,10638,55,0
0,32714,67,0
0,5739,173,0
0,121,95,0
0,2738,40,0
0,23628,126,0
0,31327,178,0
0,31861,54,0
0,25207,64,1
0,10260,55,0
0,31491,116,0
0,14033,195,0
0,17865,141,0
0,28972,59,0
0,18380,61,0
0,21630,69,0
0,27618,46,0
0,24505,64,1
0,16093,45,0
0,30566,33,0
0,31260,134,0
0,8830,171,0
0,14204,89,0
0,12039,187,0
0,16899,58,1
0,1185,150,0
0,20674,149,0
0,23649,51,1
0,9647,122,0
0,4274,64,0
0,6294,124,0
0,3347,92,0
0,5713,173,0
0,25833,170,0
0,7900,39,0
0,4545,139,0
0,24843,157,0
0,7343,70,0
0,18665,92,0
0,21432,30,0
0,15877,146,0
0,29536,72,0
0,31034,147,0
0,11733,99,0
0,21949,56,0
0,1104,18,1
0,24422,113,0
0,19619,167,0
0,12446,37,0
0,19468,48,0
0,1106,137,0
0,22979,175,0
0,17621,97,0
0,20194,43,0
0,26276,214,0
0,30353,178,0
0,5728,36,0
0,2211,94,0
0,15226,133,0
0,18948,61,0
0,7527,150,1
0,2471,133,0
0,10075,91,0
0,9686,166,0
0,26320,139,0
0,25874,139,0
0,878,54,0
0,1765,29,0
0,8974,47,1
0,21590,69,0
0,745,90,0
0,29914,116,0
0,5945,49,0
0,13305,76,0
0,19661,136,0
0,1288,101,0
0,9316,153,0
0,15769,84,0
0,24017,43,0
0,1175,119,0
0,22827,82,0
0,9005,39,1
0,18075,185,0
0,3553,56,0
0,16779,110,1
0,28557,77,0
0,6710,93,0
0,3356,87,0
0,26871,95,0
0,20533,56,1
0,8385,65,0
0,30778,147,1
0,17063,79,0
0,11333,130,0
0,8804,140,0
0,15885,53,0
0,27700,152,0
0,11469,29,0
0,24201,188,0
0,12463,187,0
0,32354,28,0
0,6728,44,1
0,840,41,1
0,28449,59,0
0,24636,157,0
0,13158,138,1
0,14626,120,0
0,4658,152,0
0,20583,87,0
0,24847,95,0
0,5875,54,0
0,8354,127,0
0,6320,80,1
0,27556,183,0
0,4642,33,0
0,3720,38,0
0,8167,158,1
0,5512,129,0
0,16155,102,0
0,19441,48,0
0,19952,136,0
0,16095,45,0
0,30207,116,0
0,9930,42,0
0,30231,90,0
0,30357,72,0
0,12185,37,0
0,1024,10,0
0,15268,84,0
0,7330,44,0
0,11925,94,0
0,13285,107,0
0,9391,60,0
0,31117,41,0
0,18668,35,0
0,26070,77,0
0,20278,61,0
0,28463,51,0
0,26019,139,0
0,32539,152,0
0,31853,253,0
0,9914,135,0
0,693,33,0
0,22798,56,1
0,26197,46,0
0,24570,157,0
0,22350,118,0
0,10879,130,0
0,5008,134,0
0,17882,48,0
0,26169,170,0
0,8280,127,0
0,7540,132,0
0,27689,77,0
0,5276,147,0
0,27005,139,0
0,7262,101,0
0,23198,206,0
0,6371,31,0
0,14838,71,0
0,11849,99,0
0,18714,61,0
0,22010,175,0
0,2384,27,0
0,19359,167,0
0,28974,59,0
0,30399,209,0
0,4160,33,0
0,24142,43,0
0,6365,106,1
0,23991,188,0
0,18826,35,0
0,20255,172,0
0,15011,177,0
0,15615,84,0
0,31265,134,0
0,32068,147,0
0,28342,152,0
0,27270,139,0
0,1168,119,0
0,21551,87,1
0,31115,59,0
0,17530,79,0
0,2968,48,0
0,29611,72,0
0,9116,153,0
0,14848,27,0
0,10267,148,0
0,7717,57,0
0,15977,97,0
0,19496,136,0
0,13881,151,0
0,24906,95,0
0,31420,85,0
0,6944,31,0
0,32184,46,0
0,11480,81,0
0,29746,46,0
0,21416,74,0
0,14761,133,0
0,19373,167,0
0,5623,59,0
0,4293,25,1
0,17224,79,0
0,29477,46,0
0,15569,221,0
0,1466,96,0
0,25637,126,0
0,23714,188,0
0,14944,89,0
0,1076,31,0
0,4993,165,0
0,7532,88,1
0,7588,70,0
0,12997,138,1
0,8955,96,0
0,12476,50,1
0,25791,77,0
0,1939,50,0
0,7788,83,0
0,26643,170,0
0,31740,129,0
0,23378,82,0
0,25359,56,0
0,13776,107,0
0,11793,99,0
0,10351,117,0
0,12773,37,0
0,1538,34,0
0,27041,77,0
0,19086,53,0
0,16727,66,0
0,6523,199,0
0,5,5,0
0,21047,180,0
0,4638,59,0
0,5926,36,0
0,16716,66,0
0,16588,40,0
0,2912,97,0
0,18330,154,0
0,6528,31,0
0,16575,66,0
0,8731,127,0
0,12014,42,0
0,4907,134,1
0,11777,81,0
0,4039,144,0
0,30927,134,0
0,25370,82,0
0,702,82,0
0,23607,82,0
0,27345,152,0
0,24929,38,0
0,31815,54,0
0,16065,45,1
0,20739,87,0
0,5024,41,0
0,3152,30,0
0,6814,62,0
0,6342,80,0
0,11396,68,0
0,27227,183,0
0,6803,88,0
0,3551,87,0
0,9360,60,0
0,22900,30,0
0,12241,63,1
0,28106,59,1
0,20509,149,0
0,30239,240,0
0,30747,134,0
0,17745,79,0
0,5791,111,0
0,8335,114,0
0,20262,74,0
0,19550,154,0
0,12075,42,0
0,22296,38,0
0,3909,100,0
0,13326,68,0
0,1590,104,0
0,5351,191,0
0,17734,141,0
0,6918,106,0
0,12448,125,0
0,2289,107,0
0,23446,131,0
0,7178,70,0
0,4081,51,0
0,14633,58,0
0,172,31,0
0,10956,42,0
0,3042,110,1
0,26102,77,0
0,19621,167,0
0,13057,169,0
0,1311,101,0
0,16868,58,0
0,27180,38,0
0,11706,143,0
0,25931,170,0
0,20890,56,0
0,18077,92,0
0,8434,57,0
0,28740,72,0
0,2060,125,0
0,3434,105,0
0,15715,102,0
0,15017,208,0
0,29425,134,0
0,29373,72,0
0,3743,69,0
0,27034,38,0
0,2936,48,0
0,4447,183,0
0,29019,72,0
0,8127,189,0
0,32566,204,0
0,24536,64,0
0,17422,110,0
0,15244,40,0
0,1379,127,0
0,216,114,0
0,1467,140,1
0,19139,79,0
0,5191,72,0
0,29397,134,0
0,22282,69,1
0,22330,69,0
0,2799,66,0
0,25334,56,0
0,4510,139,1
0,28894,157,0
0,8996,47,0
0,10032,135,0
0,27043,90,0
0,6392,75,0
0,16286,159,0
0,9135,60,0
0,19878,74,0
0,29359,103,0
0,27252,64,0
0,8055,70,0
0,30890,28,0
0,23758,74,1
0,6103,155,0
0,19531,136,0
0,27256,64,0
0,22728,82,0
0,256,8,0
0,1485,47,0
0,14902,164,0
0,25338,170,0
0,11111,55,0
0,3048,110,0
0,30523,85,0
0,8239,158,0
0,28726,196,0
0,15467,84,0
0,3106,123,0
0,1129,36,0
0,6141,62,0
0,4086,157,0
0,22557,87,1
0,22239,162,0
0,24231,69,0
0,24090,43,0
0,29324,46,0
0,14146,102,0
0,29613,196,0
0,11452,81,0
0,19663,105,0
0,2116,32,0
0,19081,53,0
0,3770,131,0
0,9816,135,0
0,25435,56,0
0,20334,87,0
0,21970,162,0
0,1796,117,0
0,31170,85,0
0,21558,149,0
0,7103,150,0
0,13227,50,0
0,1730,148,0
0,18844,61,1
0,26276,214,1
0,20726,118,0
0,14127,58,0
0,6315,62,0
0,27822,152,0
0,10352,42,1
0,10805,117,0
0,12406,94,0
0,15093,40,0
0,17376,141,0
0,28501,77,0
0,7178,70,1
0,17316,53,1
0,21207,105,0
0,9642,21,0
0,13473,138,1
0,5978,49,1
0,3717,131,0
0,8305,127,0
0,17432,48,0
0,19920,92,0
0,4048,113,1
0,13512,37,0
0,11171,130,0
0,25019,157,0
0,19368,22,0
0,5302,147,0
0,25280,82,0
0,1012,111,0
0,10644,55,0
0,23404,144,0
0,25193,157,0
0,10710,99,0
0,26769,69,0
0,11978,50,0
0,20622,87,0
0,23271,113,0
0,17949,48,0
0,6693,93,0
0,32706,72,0
0,443,53,0
0,7055,57,0
0,1608,21,0
0,5941,49,0
0,17430,141,0
0,26025,157,0
0,29368,134,0
0,30434,33,0
0,9809,166,0
0,27248,64,0
0,21565,30,1
0,11273,205,0
0,32255,191,0
0,28987,121,0
0,15517,146,0
0,2528,40,0
0,30672,59,0
0,16651,66,0
0,12203,63,0
0,14982,164,0
0,13493,45,0
0,22810,30,0
0,18816,123,0
0,23608,100,1
0,16964,110,0
0,6071,155,0
0,6665,93,0
0,32455,160,0
0,29279,152,0
0,17232,35,0
0,22978,175,0
0,5449,160,0
0,22032,162,0
0,10705,47,0
0,23488,51,0
0,12303,112,0
0,24504,64,0
0,18989,154,1
0,24821,157,0
0,4824,72,0
0,28777,165,0
0,15417,146,0
0,12464,63,0
0,31556,103,0
0,21648,43,1
0,19137,123,0
0,6755,36,1
0,11148,37,0
0,29655,121,0
0,29654,121,0
0,17577,247,0
0,3439,149,0
0,14409,76,1
0,17253,53,1
0,28039,33,0
0,368,19,0
0,28855,196,0
0,15374,58,0
0,32754,72,0
0,11838,174,0
0,12891,169,0
0,16946,58,0
0,8850,47,1
0,25716,170,0
0,32188,46,0
0,15694,128,0
0,9158,109,0
0,27266,64,0
0,10961,42,0
0,25480,33,0
0,26344,139,1
0,17643,53,0
0,24681,157,0
0,25480,33,1
0,14034,195,0
0,20146,136,0
0,6859,62,0
0,24713,95,0
0,8609,171,0
0,13838,226,0
0,1433,26,0
0,29872,41,0
0,16825,66,0
0,12645,156,0
0,11514,130,0
0,11676,218,1
0,6153,93,0
0,120,20,1
0,18935,105,0
0,14142,58,0
0,23440,38,0
0,3548,56,1
0,11814,125,0
0,10475,86,0
0,25119,157,0
0,17577,247,1
0,4742,152,0
0,10415,254,0
0,1633,135,0
0,28278,103,0
0,19883,273,0
0,22757,131,0
0,12058,24,0
0,11652,112,0
0,13595,89,0
0,17412,141,0
0,23468,82,0
0,26425,126,0
0,11767,143,0
0,15036,89,0
0,23007,237,1
0,13008,45,0
0,12510,112,0
0,22594,61,0
0,2273,138,0
0,8272,127,0
0,17678,79,0
0,8424,83,0
0,19852,43,0
0,27578,59,0
0,14028,58,0
0,28400,90,0
0,7144,75,0
0,28807,165,0
0,3335,180,1
0,8610,78,1
0,14833,133,0
0,29009,72,0
0,568,105,0
0,17052,128,0
0,8090,65,0
0,2001,50,0
0,1164,119,0
0,5482,129,0
0,6161,36,0
0,20745,87,0
0,325,24,0
0,17750,97,1
0,2117,32,0
0,10690,161,0
0,32605,160,0
0,9601,166,0
0,32422,72,0
0,3897,144,0
0,19821,74,0
0,14131,102,0
0,28715,196,0
0,30742,41,0
0,18126,92,1
0,27248,64,1
0,18074,40,1
0,14749,45,0
0,29694,147,0
0,19660,136,0
0,9220,109,0
0,19752,136,0
0,2629,53,0
0,6784,18,0
0,32654,191,0
0,2517,40,1
0,3736,87,0
0,26044,77,0
0,32632,67,0
0,9852,210,0
0,8125,65,0
0,18495,185,0
0,13399,138,0
0,6116,62,0
0,11184,68,0
0,21286,56,0
0,6565,75,0
0,7990,83,0
0,5190,103,0
0,12545,63,0
0,32636,67,0
0,7345,163,1
0,1808,16,0
0,11820,143,0
0,16799,71,0
0,31392,28,0
0,3202,61,0
0,7005,31,0
0,28602,51,0
0,17545,216,0
0,4692,121,0
0,15993,190,0
0,19179,198,0
0,16040,115,0
0,29993,64,0
0,17836,48,0
0,15488,102,0
0,4507,90,0
0,19823,167,0
0,28856,46,0
0,10755,73,0
0,24159,43,0
0,902,54,0
0,25741,77,0
0,19060,53,0
0,20091,43,0
0,28452,51,0
0,23835,100,1
0,24789,126,0
0,29819,165,0
0,1528,47,0
0,12644,156,0
0,32748,129,0
0,4256,33,0
0,23949,51,0
0,24021,51,0
0,15172,71,0
0,3542,56,0
0,1138,57,0
0,2262,37,0
0,26997,46,0
0,19174,74,0
0,30360,72,0
0,13728,107,0
0,23461,105,0
0,1005,67,1
0,12539,138,0
0,6478,124,0
0,11855,73,0
0,28685,77,0
0,10372,42,0
0,17975,92,0
0,5955,142,0
0,26466,46,0
0,10286,55,0
0,8572,171,0
0,21742,118,0
0,9528,52,0
0,23145,175,0
0,22237,162,0
0,8924,96,0
0,31355,147,0
0,444,71,0
0,16081,97,0
0,22395,74,0
0,1134,62,0
0,9389,109,0
0,27349,59,0
0,3874,51,0
0,15264,40,0
0,12517,112,1
0,19460,48,0
0,2129,125,0
0,28445,152,0
0,22928,30,1
0,10216,60,0
0,5435,116,0
0,32737,72,0
0,13571,89,0
0,20368,35,0
0,18049,66,0
0,28818,77,0
0,23969,51,0
0,19682,43,0
0,13121,45,0
0,7534,88,0
0,6655,168,0
0,31283,108,0
0,591,56,0
0,12418,156,0
0,20550,56,1
0,14357,71,0
0,6338,54,0
0,9756,135,0
0,18649,110,0
0,13680,58,0
0,4531,64,0
0,30084,46,0
0,1080,44,0
0,32213,72,0
0,25409,82,0
0,12775,156,1
0,10277,55,0
0,16910,203,0
0,21720,100,1
0,14228,151,0
0,18437,48,1
0,3834,56,0
0,10932,42,0
0,14699,45,1
0,3208,22,0
0,26264,77,1
0,10912,16,0
0,17041,79,0
0,32396,67,0
0,28513,103,0
0,24068,188,0
0,105,38,0
0,31039,121,0
0,11739,50,0
0,13598,120,0
0,26816,46,0
0,1924,50,0
0,31851,134,0
0,28560,33,0
0,4168,126,1
0,12441,138,0
0,13674,58,0
0,28187,227,1
0,17736,79,0
0,30710,134,0
0,17276,128,0
0,20906,30,1
0,17041,79,1
0,5240,147,0
0,3101,154,0
0,2962,35,0
0,3764,131,0
0,8894,184,0
0,26749,51,0
0,17176,27,0
0,23410,144,0
0,22228,131,0
0,8334,114,0
0,13364,138,0
0,31092,41,0
0,28942,121,0
0,7259,163,0
0,27540,59,0
0,13373,45,0
0,31287,147,0
0,16283,203,0
0,996,49,0
0,10844,117,0
0,2795,66,0
0,9094,140,0
0,18509,110,0
0,30182,72,0
0,8770,140,0
0,8935,109,0
0,24635,157,0
0,14627,120,0
0,20399,118,0
0,27763,152,0
0,26724,95,0
0,25480,33,1
0,13351,68,0
0,3929,100,0
0,7430,39,0
0,17125,128,0
0,7813,39,0
0,13850,151,0
0,31087,116,0
0,13536,37,0
0,18221,61,0
0,923,67,0
0,28867,72,0
0,3234,48,0
0,28399,165,1
0,18041,141,0
0,9210,60,1
0,208,13,0
0,25903,108,0
0,30364,178,0
0,14632,133,0
0,13757,151,0
0,14659,102,0
0,12559,107,0
0,14337,76,1
0,14302,102,0
0,6941,106,0
0,9742,47,0
0,3996,51,0
0,31358,85,0
0,12074,68,0
0,11617,143,0
0,10615,148,0
0,11954,50,0
0,22905,193,0
0,29929,103,0
0,11708,174,0
0,1680,42,0
0,17440,48,0
0,32121,253,0
0,23746,100,0
0,14492,120,0
0,9436,60,0
0,23015,69,0
0,8663,127,0
0,22403,69,0
0,1527,153,0
0,25698,126,0
0,17213,110,0
0,21004,30,0
0,5743,80,1
0,24069,188,0
0,21362,56,0
0,12107,68,0
0,17748,22,0
0,11437,81,0
0,18356,61,0
0,23320,38,0
0,11378,130,0
0,11016,161,0
0,22469,87,0
0,5823,142,1
0,3632,17,1
0,16111,146,0
0,2796,66,0
0,25081,113,0
0,27320,152,0
0,10742,130,0
0,5692,67,0
0,28699,90,0
0,28760,72,0
0,18497,185,0
0,28696,121,1
0,32142,46,0
0,19240,61,1
0,12697,37,0
0,15607,146,0
0,6527,75,0
0,6126,62,0
0,28862,72,0
0,31077,116,0
0,14295,102,0
0,32318,191,0
0,17663,123,1
0,1355,114,0
0,8046,44,0
0,13798,151,0
0,8713,140,0
0,29807,116,1
0,2171,50,0
0,31625,85,0
0,25085,113,0
0,18494,185,1
0,32592,54,0
0,14473,208,0
0,24005,51,0
0,30410,33,1
0,24388,38,0
0,25130,126,0
0,24487,126,0
0,25359,56,1
0,31216,178,0
0,21493,100,0
0,9242,34,0
0,10874,68,1
0,16030,45,0
0,10587,130,0
0,23769,51,0
0,27564,152,0
0,30206,116,0
0,23195,131,0
0,27191,90,0
0,27259,64,0
0,26139,108,0
0,8422,127,0
0,16050,45,0
0,13625,89,0
0,29326,152,0
0,26048,46,0
0,8394,65,0
0,12089,50,0
0,3313,92,0
0,16809,159,0
0,16148,115,0
0,9360,60,1
0,2455,133,0
0,19965,74,0
0,19082,105,0
0,19225,74,1
0,11386,68,0
0,19993,66,0
0,2853,27,0
0,21692,69,0
0,629,38,0
0,29631,59,1
0,8878,96,0
0,30447,90,0
0,23220,144,0
0,17084,172,0
0,29137,121,0
0,2940,48,0
0,29800,41,0
0,22471,206,0
0,21363,56,0
0,11909,143,0
0,13503,174,0
0,5805,142,0
0,8773,140,0
0,32198,72,0
0,30995,165,0
0,939,85,0
0,15513,146,0
0,23835,100,1
0,22882,82,0
0,19483,198,0
0,31349,85,0
0,25666,51,0
0,28414,152,0
0,16980,128,1
0,18918,61,0
0,23009,175,1
0,29573,59,0
0,20683,149,0
0,26007,126,0
0,24523,113,1
0,19476,136,0
0,10366,55,0
0,22946,113,0
0,13439,244,0
0,21688,118,0
0,11922,50,0
0,19110,105,0
0,11762,50,0
0,37,21,0
0,27962,59,0
0,13082,45,0
0,20878,87,1
0,8107,65,0
0,3036,61,1
0,2785,66,0
0,11642,143,0
0,26469,46,0
0,4719,103,1
0,3358,87,0
0,22300,69,1
0,692,33,0
0,31784,98,0
0,4169,157,0
0,13020,76,0
0,19691,48,0
0,23893,25,0
0,9347,60,0
0,26923,170,0
0,588,118,0
0,8329,189,0
0,27686,77,1
0,11460,29,0
0,32052,147,0
0,7929,145,0
0,25249,64,0
0,13874,182,0
0,21394,193,0
0,6182,62,0
0,1411,34,0
0,6291,62,0
0,26781,46,1
0,19644,123,0
0,5077,41,0
0,21403,193,0
0,18119,40,0
0,16570,128,0
0,22445,162,0
0,18140,92,1
0,21996,69,0
0,26836,46,0
0,11776,24,0
0,27204,90,0
0,16848,84,0
0,18198,123,0
0,16568,128,0
0,28647,103,0
0,9416,34,0
0,15049,89,0
0,9990,91,1
0,13054,76,0
0,19127,198,0
0,1946,99,0
0,24570,157,1
0,6192,124,0
0,8252,39,0
0,22521,162,0
0,23377,82,1
0,17169,79,1
0,8746,34,0
0,16064,71,0
0,1166,31,0
0,17641,141,0
0,24889,157,0
0,31765,54,0
0,1100,93,0
0,10422,135,0
0,28155,108,0
0,2449,133,0
0,11218,112,0
0,116,20,0
0,16657,66,0
0,12706,55,0
0,16104,71,0
0,22427,69,0
0,29598,95,0
0,13869,151,0
0,4073,95,0
0,12010,50,0
0,23548,126,0
0,19064,53,1
0,8730,47,0
0,25955,51,0
0,25262,64,1
0,25672,77,0
0,17978,79,0
0,12951,50,0
0,9110,60,0
0,10310,29,0
0,25946,51,1
0,5667,129,0
0,12136,63,0
0,30119,116,0
0,28143,82,0
0,24699,144,0
0,351,81,0
0,21772,69,0
0,5926,36,1
0,14566,120,1
0,32047,72,0
0,20135,211,0
0,28279,103,0
0,17610,141,0
0,2362,58,0
0,27552,108,0
0,25469,64,0
0,21546,69,0
0,6406,62,0
0,26295,64,0
0,17925,48,0
0,14189,58,0
0,15343,71,1
0,20522,56,0
0,27237,183,0
0,8801,78,0
0,1049,62,0
0,10457,55,0
0,26639,170,0
0,16511,71,0
0,22953,175,1
0,14504,19,0
0,9829,135,0
0,24177,69,0
0,3637,17,0
0,9253,109,0
0,11215,68,0
0,19665,48,0
0,17528,79,0
0,1387,65,0
0,25355,201,0
0,24628,38,0
0,75,14,0
0,3142,123,0
0,19141,74,1
0,12903,125,0
0,29393,134,1
0,27031,38,0
0,17256,53,0
0,2296,45,0
0,22257,131,0
0,2554,58,0
0,28467,59,0
0,1272,57,0
0,29193,46,0
0,25511,113,0
0,22671,87,0
0,32768,15,1
0,3296,92,0
0,23446,131,1
0,21152,118,0
0,14962,164,0
0,30941,85,0
0,1511,91,0
0,18458,154,0
0,16129,71,0
0,30071,64,0
0,17792,48,0
0,27734,152,0
0,8052,70,1
0,2541,32,0
0,3832,56,0
0,677,51,0
0,28326,103,0
0,10039,65,0
0,21172,56,0
0,12260,156,0
0,7122,49,0
0,9788,135,0
0,21071,193,0
0,2640,115,0
0,4877,134,0
0,30277,134,1
0,25919,108,0
0,23452,131,0
0,18196,22,0
0,4018,25,0
0,28854,196,0
0,18753,61,0
0,2120,125,0
0,32492,41,0
0,5831,49,0
0,22294,69,0
0,19703,74,0
0,7066,31,0
0,24778,188,0
0,30752,54,0
0,20189,136,0
0,16408,40,0
0,26881,90,0
0,8619,140,0
0,8683,109,0
0,5412,41,0
0,18300,123,0
0,5273,147,0
0,10311,86,0
0,17883,141,0
0,17977,48,0
0,20731,162,0
0,1939,50,1
0,12261,156,0
0,8336,127,0
0,26590,77,0
0,882,28,0
0,25580,126,0
0,20942,87,0
0,8039,189,0
0,24904,95,0
0,2642,102,0
0,14113,151,0
0,7459,70,0
0,14658,102,1
0,35,13,0
0,2228,45,0
0,2712,53,0
0,22679,131,0
0,16456,115,1
0,28186,108,0
0,26656,33,0
0,6413,62,0
0,27902,90,0
0,12784,76,0
0,503,66,0
0,20926,131,0
0,3463,105,0
0,22718,162,0
0,15250,84,1
0,17692,79,1
0,21535,100,0
0,7967,96,0
0,9522,34,0
0,12339,112,0
0,50,24,0
0,8994,47,0
0,4026,69,0
0,24366,38,1
0,12492,63,0
0,15599,84,0
0,4797,72,0
0,27421,90,0
0,15185,177,0
0,19118,79,0
0,14556,164,1
0,1269,39,0
0,23150,82,0
0,29604,72,0
0,17999,185,0
0,29144,165,0
0,18767,110,1
0,9887,241,0
0,19905,74,1
0,7319,132,0
0,7955,145,0
0,22421,100,0
0,1889,81,0
0,24694,51,0
0,32381,116,0
0,16520,128,0
0,7734,83,0
0,28975,108,0
0,28140,108,0
0,10668,47,0
0,26546,95,0
0,1081,137,0
0,27533,108,0
0,31948,54,0
0,14731,71,0
0,8009,44,0
0,4559,152,0
0,10218,60,1
0,20934,30,0
0,12314,37,0
0,24599,113,0
0,4902,134,1
0,1301,26,1
0,20842,105,0
0,31670,103,1
0,11745,81,0
0,10082,42,0
0,24901,38,0
0,32024,54,0
0,22305,69,0
0,25260,64,0
0,19589,167,0
0,7485,132,0
0,9527,197,0
0,28690,196,0
0,13210,138,0
0,22381,131,0
0,20640,105,0
0,26413,46,0
0,19591,149,0
0,21288,56,0
0,17962,48,0
0,6051,67,0
0,9773,47,0
0,10845,117,0
0,9303,34,0
0,8441,57,0
0,12492,63,1
0,24540,64,0
0,10246,148,0
0,15529,146,0
0,12231,156,0
0,6668,31,0
0,19536,43,0
0,28277,152,0
0,30887,85,0
0,30177,147,0
0,8625,52,0
0,3834,56,1
0,9059,65,0
0,1545,60,0
0,8296,127,0
0,25736,77,0
0,4063,64,0
0,21094,149,0
0,31264,103,0
0,15921,146,0
0,25778,77,1
0,27585,152,0
0,11983,94,0
0,17696,141,1
0,27436,64,0
0,26557,77,0
0,26847,214,0
0,30765,147,0
0,27800,108,1
0,22793,131,1
0,25740,77,1
0,1454,47,0
0,29886,72,0
0,6106,155,0
0,26253,77,0
0,30607,85,0
0,7596,70,0
0,28313,258,1
0,1526,153,1
0,26021,139,0
0,18614,92,0
0,32472,67,0
0,19805,74,0
0,8767,78,0
0,26812,95,0
0,29323,103,0
0,30523,85,1
0,5374,98,0
0,16811,66,0
0,19829,136,0
0,18838,105,0
0,14311,50,0
0,16710,128,0
0,29408,134,0
0,21725,100,0
0,27319,183,0
0,21799,118,0
0,13201,76,1
0,6676,137,0
0,4214,157,1
0,25088,33,0
0,30715,253,1
0,23600,144,0
0,11087,205,0
0,16423,159,1
0,23219,144,0
0,8389,65,0
0,27295,77,0
0,24914,64,0
0,18212,154,0
0,9182,171,0
0,24396,126,1
0,927,116,1
0,28804,165,0
0,17196,66,1
0,19032,79,0
0,5591,67,0
0,13575,89,0
0,9316,153,1
0,14774,71,0
0,12531,86,0
0,16722,115,0
0,6882,106,0
0,26460,77,0
0,19167,136,1
0,2098,63,0
0,4242,108,0
0,3737,100,0
0,1663,73,0
0,25230,64,0
0,30224,85,0
0,11177,161,0
0,17648,48,1
0,27546,59,0
0,32270,72,0
0,22919,30,0
0,23568,100,0
0,27982,90,0
0,10231,60,0
0,16898,58,0
0,5696,36,0
0,28951,165,0
0,24017,43,1
0,21523,74,0
0,24424,157,0
0,18636,154,1
0,10600,29,0
0,13422,94,0
0,17212,110,0
0,9187,109,1
0,17577,247,1
0,7255,57,0
0,8382,109,0
0,1253,132,0
0,2380,76,0
0,6839,150,0
0,14084,107,0
0,11039,143,0
0,950,28,0
0,27503,90,0
0,28476,51,0
0,17563,102,0
0,11549,130,0
0,22764,175,1
0,2029,37,0
0,31822,54,0
0,4333,139,0
0,23547,56,1
0,1408,21,0
0,14483,102,1
0,24938,64,0
0,28127,46,0
0,3070,61,0
0,7640,31,0
0,16279,115,0
0,16546,159,0
0,1563,153,0
0,10647,55,0
0,14935,71,0
0,20904,30,0
0,15732,146,0
0,31113,209,0
0,18643,61,0
0,2698,115,1
0,18453,154,0
0,4886,46,0
0,17435,159,0
0,25633,77,0
0,28478,51,1
0,16143,71,0
0,9232,34,0
0,16352,66,0
0,29543,103,0
0,19871,118,0
0,897,67,0
0,27495,214,0
0,20865,149,0
0,22143,131,0
0,12180,37,0
0,598,118,0
0,28031,59,1
0,18794,123,0
0,18024,48,0
0,8799,101,1
0,17941,48,0
0,25297,64,0
0,10488,104,1
0,9632,21,0
0,5567,235,0
0,22735,144,0
0,17475,141,0
0,22319,144,0
0,1286,26,0
0,21599,162,0
0,30122,134,0
0,22006,74,1
0,20991,87,0
0,2765,128,0
0,3737,100,1
0,6593,124,0
0,4372,33,0
0,2922,97,0
0,15209,58,1
0,20117,43,0
0,27398,59,0
0,5508,160,0
0,20869,149,0
0,31300,147,0
0,31795,54,0
0,2709,53,0
0,18636,154,1
0,8254,171,0
0,14613,133,0
0,20667,180,1
0,25655,77,0
0,22442,87,0
0,31756,147,0
0,14696,133,0
0,19900,74,0
0,1973,50,0
0,8285,127,0
0,16475,97,0
0,10610,99,0
0,15914,27,0
0,20090,92,0
0,14031,182,0
0,25589,77,0
0,21572,69,0
0,23940,95,0
0,12018,94,0
0,16396,159,1
0,21952,131,1
0,28174,59,0
0,15256,32,0
0,26505,170,0
0,24117,25,1
0,8740,109,0
0,22577,206,0
0,881,116,0
0,24744,126,0
0,5771,142,0
0,3320,136,0
0,8029,44,0
0,3419,149,0
0,331,24,1
0,9070,91,0
0,23584,144,0
0,18919,105,0
0,6507,49,0
0,32519,72,1
0,13738,107,1
0,28554,77,0
0,11260,161,0
0,28195,108,0
0,24621,157,0
0,17346,141,0
0,601,56,0
0,1855,117,0
0,126,108,0
0,24347,188,0
0,32172,54,0
0,26221,51,0
0,17341,66,0
0,30277,134,1
0,2996,48,0
0,24321,64,0
0,6712,88,1
0,14697,133,1
0,22726,82,0
0,30094,46,0
0,6541,44,0
0,15805,76,0
0,25362,56,0
0,13841,107,1
