Cache_Type,Number,Steps,Cache_Hit
1,16302,159,0
1,28169,59,0
1,16102,71,0
1,24118,188,0
1,6529,168,0
1,28447,103,0
1,7735,83,0
1,28102,59,0
1,25222,64,0
1,11306,130,0
1,8453,83,0
1,12501,125,0
1,19251,48,0
1,8157,65,0
1,29441,165,0
1,4316,51,0
1,4455,95,0
1,24998,157,0
1,6838,150,0
1,21455,100,0
1,5781,49,0
1,29502,121,0
1,24775,95,0
1,30291,165,0
1,8485,109,0
1,3198,74,0
1,15480,146,0
1,30252,85,0
1,19735,74,0
1,22900,30,0
1,26992,46,0
1,8436,83,0
1,28650,103,0
1,24246,82,0
1,2750,40,0
1,15123,84,0
1,29628,59,0
1,30710,134,0
1,32537,98,0
1,4843,165,0
1,28082,46,0
1,9431,104,0
1,19052,198,0
1,21587,118,0
1,29594,72,0
1,6143,155,0
1,14482,102,0
1,12359,156,0
1,29903,72,0
1,15469,84,0
1,7517,88,0
1,11485,81,0
1,6749,44,0
1,9485,153,0
1,21982,100,0
1,12667,55,0
1,29286,46,0
1,6794,62,0
1,28384,59,0
1,9032,39,0
1,27333,59,0
1,15204,32,0
1,5302,147,0
1,9696,47,0
1,24304,157,0
1,25154,38,0
1,12343,262,0
1,21580,162,0
1,15651,146,0
1,18057,97,0
1,21766,56,0
1,1585,78,0
1,1723,55,0
1,2861,27,0
1,25879,170,0
1,30023,64,0
1,12256,50,0
1,12232,63,0
1,3438,149,0
1,22285,69,0
1,8806,140,0
1,6121,173,0
1,42,8,0
1,16060,45,0
1,26613,77,0
1,7342,132,0
1,4035,69,0
1,23417,105,0
1,16232,40,0
1,23701,38,0
1,3984,51,0
1,26318,214,0
1,8564,26,0
1,15759,146,0
1,7564,39,0
1,22363,162,0
1,30858,54,0
1,21846,56,0
1,14681,195,0
1,11209,68,0
1,4094,157,0
1,11265,60,0
1,19589,167,0
1,25088,33,0
1,32360,67,0
1,3286,74,0
1,2061,125,0
1,28314,59,0
1,3915,100,0
1,22879,56,0
1,15135,102,0
1,18583,35,0
1,28660,103,0
1,4800,20,0
1,1828,130,0
1,23890,250,0
1,9125,153,0
1,3399,118,0
1,5374,98,0
1,179,31,0
1,755,64,0
1,581,118,0
1,12174,156,0
1,11687,68,0
1,19053,198,0
1,29724,72,0
1,26490,170,0
1,10957,42,0
1,31870,98,0
1,6298,62,0
1,9261,109,0
1,26483,121,0
1,6805,62,0
1,15749,128,0
1,17951,141,0
1,9408,122,0
1,31106,85,0
1,23415,144,0
1,15958,53,0
1,16178,27,0
1,13604,89,0
1,19180,167,0
1,16173,27,0
1,11340,81,0
1,1857,37,0
1,20378,35,0
1,27220,64,0
1,136,15,0
1,1461,96,0
1,28161,108,0
1,8216,39,0
1,4499,46,0
1,3023,92,0
1,16194,66,0
1,21476,74,1
1,2233,138,0
1,21240,56,0
1,14132,32,0
1,2568,27,0
1,31134,85,0
1,32405,160,0
1,4277,25,0
1,25274,126,0
1,20784,149,0
1,7983,52,0
1,21566,149,0
1,22106,43,0
1,12505,156,0
1,28881,46,0
1,11451,130,0
1,1787,47,0
1,2553,177,0
1,22706,43,0
1,32409,160,0
1,19230,123,0
1,3475,105,0
1,26132,139,0
1,29984,178,0
1,21952,131,0
1,17479,172,0
1,23148,82,0
1,31235,147,0
1,8088,65,0
1,25216,33,0
1,31939,191,0
1,19253,61,0
1,30106,41,0
1,11502,55,0
1,15452,146,0
1,8959,246,0
1,20671,136,0
1,311,86,0
1,26263,77,0
1,9808,42,0
1,23304,113,0
1,22249,118,0
1,29717,41,0
1,3412,17,0
1,17857,97,0
1,19636,136,0
1,12573,107,0
1,14919,115,0
1,21763,180,0
1,5590,67,0
1,17727,79,0
1,12940,50,0
1,17532,79,0
1,23510,157,0
1,24119,188,0
1,11769,125,0
1,26994,183,0
1,26741,46,0
1,532,30,0
1,12406,94,0
1,13830,45,0
1,11234,86,0
1,19609,167,0
1,25030,126,0
1,438,53,0
1,29485,46,0
1,7139,75,0
1,6052,67,0
1,15142,133,0
1,25342,157,0
1,28748,33,0
1,17938,53,0
1,26400,139,0
1,2695,27,0
1,912,36,0
1,18926,61,0
1,4313,51,0
1,8887,96,0
1,23342,82,0
1,16838,35,0
1,3958,144,0
1,19888,74,0
1,23057,38,0
1,26861,139,0
1,17614,79,0
1,27260,183,0
1,5488,129,0
1,10446,60,0
1,14706,164,0
1,20731,162,0
1,28915,165,0
1,21633,162,0
1,14827,120,0
1,2592,27,0
1,17943,141,0
1,17052,128,0
1,22850,82,0
1,22621,113,0
1,6867,150,0
1,14668,45,0
1,31942,54,0
1,9308,153,0
1,11132,117,0
1,24740,95,0
1,21769,193,0
1,8688,140,0
1,19430,167,0
1,12084,68,0
1,26668,183,0
1,16715,128,0
1,25548,38,0
1,1246,132,0
1,4444,33,0
1,16497,128,0
1,2673,115,0
1,26597,170,0
1,6557,106,0
1,28909,134,0
1,1416,34,0
1,6215,62,0
1,19910,92,0
1,1474,140,0
1,12113,68,0
1,27981,108,0
1,13773,58,0
1,32164,98,0
1,2054,37,0
1,12640,81,0
1,20805,149,0
1,32104,46,0
1,30325,178,0
1,28702,77,0
1,32037,46,0
1,11962,50,0
1,31726,77,0
1,27309,183,0
1,26315,77,0
1,30478,178,0
1,24415,157,0
1,9807,104,0
1,12353,112,0
1,6873,31,0
1,5054,178,0
1,18743,185,0
1,10686,47,0
1,8448,34,0
1,23975,144,0
1,14748,45,0
1,17520,79,0
1,2704,53,0
1,31815,54,0
1,13067,107,0
1,8824,47,0
1,12977,50,0
1,22904,82,0
1,17921,92,0
1,26679,170,0
1,27349,59,0
1,1325,26,0
1,30137,41,0
1,13000,138,0
1,10037,135,1
1,17,12,0
1,26691,170,0
1,22477,162,0
1,20350,180,0
1,6507,49,0
1,23766,100,1
1,21103,79,0
1,1991,50,0
1,25669,64,0
1,23655,250,0
1,416,14,0
1,1479,96,0
1,1997,50,0
1,22650,38,0
1,7075,31,0
1,17989,48,0
1,28411,152,0
1,11321,112,0
1,31439,129,0
1,14031,182,0
1,7028,57,0
1,13251,76,0
1,10128,34,0
1,10159,179,0
1,8111,65,0
1,28102,59,1
1,17326,128,0
1,6683,93,0
1,1110,31,0
1,23376,100,1
1,15058,63,0
1,16044,190,0
1,7407,57,0
1,4578,108,0
1,23622,144,0
1,14354,76,0
1,4027,69,0
1,13255,275,0
1,16892,159,0
1,30213,134,0
1,5342,46,0
1,17059,79,0
1,10450,86,0
1,15486,115,0
1,12481,50,0
1,79,35,0
1,7700,52,0
1,11048,130,0
1,28085,46,0
1,20964,87,0
1,9794,166,0
1,22801,69,0
1,22745,82,0
1,22806,56,0
1,16660,128,0
1,22694,206,0
1,17981,79,0
1,14276,76,0
1,28348,59,0
1,14302,102,0
1,8263,158,0
1,12748,125,0
1,6763,36,0
1,20661,56,0
1,18006,79,0
1,8484,109,0
1,3606,43,0
1,32220,72,0
1,16038,159,0
1,28711,77,0
1,21370,48,0
1,1967,99,0
1,16244,40,0
1,3628,56,0
1,9822,122,0
1,23911,175,0
1,21346,56,0
1,4701,121,0
1,23576,100,0
1,28305,152,0
1,7452,70,0
1,199,119,0
1,25682,162,0
1,14527,71,0
1,32316,147,0
1,26029,51,0
1,18190,141,0
1,23933,51,0
1,9579,153,0
1,15138,133,0
1,17384,141,0
1,21638,118,0
1,18377,154,0
1,19671,167,0
1,30363,209,0
1,3640,43,0
1,2448,40,0
1,3633,69,0
1,9415,60,0
1,6726,44,0
1,23028,131,0
1,5790,54,0
1,6386,36,0
1,9901,73,0
1,17997,48,0
1,14378,120,0
1,11980,50,0
1,27369,214,0
1,2167,138,0
1,25677,77,0
1,29879,72,0
1,21352,149,0
1,21625,193,0
1,21255,149,0
1,1670,135,0
1,319,55,0
1,10598,99,0
1,8239,158,0
1,1413,127,0
1,29212,165,0
1,10625,55,0
1,21257,149,0
1,20922,180,0
1,25723,126,0
1,15780,102,0
1,1046,124,0
1,26731,77,0
1,19485,48,0
1,2019,112,0
1,5424,54,0
1,3041,154,0
1,27318,183,0
1,26988,183,0
1,12246,187,0
1,6251,111,0
1,24807,188,0
1,8113,114,0
1,32196,72,0
1,10917,161,0
1,19307,167,0
1,15562,40,0
1,20422,61,0
1,31481,85,0
1,16533,159,0
1,32532,116,0
1,9935,166,0
1,4711,59,0
1,16890,172,0
1,19487,167,0
1,21317,56,0
1,15490,53,0
1,30315,178,0
1,21191,56,0
1,7840,26,0
1,23227,56,0
1,16422,159,0
1,6304,31,0
1,13107,138,0
1,31970,54,0
1,844,41,0
1,30360,72,0
1,13897,138,0
1,25322,82,0
1,12438,125,0
1,18647,61,0
1,18548,61,0
1,19437,123,0
1,26692,33,0
1,21994,43,0
1,24610,157,0
1,13935,151,0
1,18775,61,0
1,12577,37,0
1,12913,24,0
1,30183,103,0
1,16640,35,0
1,7221,57,0
1,7749,52,0
1,16764,110,0
1,28248,103,0
1,11310,112,0
1,19863,118,0
1,8204,39,0
1,28241,152,0
1,13700,58,0
1,272,16,0
1,21874,162,0
1,9197,153,0
1,17285,172,0
1,14806,195,1
1,13577,89,0
1,20654,56,0
1,7926,52,0
1,13734,151,0
1,32108,191,0
1,4429,139,0
1,10237,117,0
1,28963,103,0
1,8576,34,0
1,4783,77,0
1,1855,117,0
1,9325,109,0
1,8885,34,0
1,4884,41,0
1,31301,147,0
1,28150,108,0
1,24712,38,0
1,914,129,0
1,16164,146,0
1,8081,145,0
1,333,112,0
1,24002,144,0
1,25437,82,0
1,25036,113,0
1,22571,43,0
1,441,27,0
1,31234,147,1
1,8576,34,1
1,27752,33,0
1,12345,50,0
1,32026,54,0
1,31654,103,0
1,1510,65,0
1,29993,64,0
1,24135,157,0
1,7020,44,0
1,25326,56,0
1,5699,67,0
1,2726,66,0
1,16009,71,0
1,31533,85,0
1,23053,38,0
1,26103,77,0
1,21453,48,0
1,29692,240,0
1,15114,84,0
1,254,47,0
1,26620,170,0
1,10725,47,0
1,23345,82,0
1,3880,100,0
1,21724,100,0
1,29538,72,0
1,19358,167,0
1,24434,38,0
1,26253,77,0
1,231,127,0
1,31880,54,0
1,23687,82,0
1,27417,139,0
1,32291,72,0
1,26995,183,0
1,22568,38,0
1,24652,157,0
1,22660,131,0
1,21926,43,0
1,9681,60,0
1,13254,94,0
1,20217,87,0
1,11488,55,0
1,18586,185,0
1,18766,110,0
1,12027,143,0
1,23623,82,0
1,14427,195,0
1,15209,58,0
1,25294,95,0
1,14241,58,0
1,531,123,0
1,2603,102,0
1,13572,45,0
1,16070,27,0
1,18315,97,0
1,11342,81,0
1,27972,108,0
1,22357,38,0
1,25142,64,0
1,13953,133,0
1,10825,68,0
1,20135,211,0
1,11612,143,0
1,3330,180,0
1,7469,39,0
1,14337,76,0
1,15223,133,0
1,21359,48,0
1,2536,40,0
1,31502,147,0
1,31454,85,0
1,3802,30,0
1,12564,125,0
1,9868,135,0
1,3488,118,0
1,11803,81,0
1,1779,148,0
1,23365,82,0
1,22707,43,0
1,27754,33,0
1,23474,144,0
1,25409,82,0
1,3662,69,0
1,16941,58,0
1,22767,82,0
1,18746,154,0
1,14227,50,1
1,22542,61,0
1,30842,54,0
1,1104,18,0
1,369,19,0
1,12369,63,0
1,22616,113,0
1,3070,61,0
1,20681,56,0
1,31332,59,0
1,4110,38,0
1,26701,69,0
1,25039,64,0
1,17592,35,0
1,27420,90,0
1,4679,46,0
1,30388,72,0
1,208,13,0
1,11463,68,0
1,14511,182,0
1,22914,30,0
1,3480,30,0
1,16667,53,0
1,15599,84,0
1,13639,76,0
1,15351,177,0
1,32561,116,0
1,31826,103,0
1,2677,71,0
1,423,32,0
1,24750,64,0
1,14707,164,0
1,17033,159,0
1,20037,92,0
1,21132,105,0
1,14838,71,0
1,9963,73,0
1,13988,107,0
1,797,121,0
1,27765,108,0
1,16149,115,0
1,27239,95,0
1,20812,180,0
1,10941,161,0
1,23032,131,0
1,10191,73,0
1,16679,159,0
1,27707,90,0
1,18075,185,0
1,8657,140,0
1,6554,44,0
1,31921,98,0
1,6,8,0
1,3180,105,0
1,3965,100,0
1,2861,27,1
1,20574,149,0
1,17209,79,0
1,8658,52,0
1,9532,52,0
1,12113,68,1
1,15940,53,0
1,2887,128,0
1,29275,165,0
1,24501,64,0
1,18714,61,0
1,27907,134,0
1,17326,128,1
1,4203,64,0
1,12323,37,0
1,5790,54,1
1,19445,167,0
1,1162,119,0
1,22578,206,0
1,3953,51,0
1,5051,85,0
1,1721,55,0
1,29787,147,0
1,17681,79,0
1,32208,72,0
1,11229,130,0
1,19973,167,0
1,790,77,0
1,28666,103,0
1,10485,148,0
1,21311,149,0
1,6177,111,0
1,29672,121,0
1,16449,115,0
1,24408,157,0
1,19485,48,1
1,25703,51,0
1,2474,27,0
1,29097,196,0
1,3012,22,0
1,31449,103,0
1,6750,137,0
1,18102,92,0
1,28005,33,0
1,20706,105,0
1,20411,87,0
1,1910,29,0
1,29413,165,0
1,10852,161,0
1,16750,66,0
1,750,46,0
1,11525,37,0
1,7086,57,0
1,7900,39,0
1,9733,47,0
1,9186,109,0
1,24560,64,0
1,31681,103,0
1,9619,47,0
1,10434,148,0
1,29682,77,0
1,20502,149,0
1,3771,113,0
1,29965,165,0
1,18694,61,0
1,12089,50,0
1,12667,55,1
1,15002,177,0
1,9276,60,0
1,31304,147,0
1,6529,168,1
1,2348,120,0
1,32212,72,0
1,4557,59,0
1,2368,27,0
1,11581,55,0
1,29945,72,0
1,19105,105,0
1,11076,68,0
1,27642,59,0
1,11180,68,0
1,10762,117,0
1,28098,82,0
1,16526,159,0
1,7934,52,0
1,11559,130,0
1,15476,146,0
1,32419,160,0
1,20354,35,0
1,8078,145,0
1,3235,48,0
1,32294,98,0
1,19970,92,0
1,17715,110,0
1,28550,51,0
1,13387,138,0
1,113,12,0
1,23436,100,0
1,7882,26,0
1,24018,82,0
1,13089,138,0
1,13810,120,0
1,14194,58,0
1,7816,101,0
1,18998,105,0
1,31051,147,0
1,5857,142,0
1,14864,133,0
1,10075,91,0
1,15078,115,0
1,3637,17,0
1,18915,61,0
1,6067,23,0
1,1702,60,0
1,24535,126,0
1,5270,54,0
1,24082,188,0
1,4195,64,0
1,15184,40,0
1,27228,64,0
1,11630,143,0
1,5261,54,0
1,11103,68,0
1,10955,161,0
1,10128,34,1
1,11282,42,0
1,10824,42,0
1,22499,87,0
1,13327,68,0
1,6018,41,0
1,20590,118,0
1,23116,144,0
1,17279,110,0
1,17778,185,0
1,20772,87,0
1,23263,175,0
1,21222,100,0
1,6174,111,0
1,14785,58,0
1,21864,43,0
1,17263,66,0
1,11858,187,0
1,9970,117,0
1,18602,123,0
1,23139,82,0
1,13194,32,0
1,25685,25,0
1,10148,135,0
1,32084,116,0
1,31576,191,0
1,10819,117,0
1,28691,196,0
1,32412,191,0
1,27654,46,0
1,28141,108,0
1,2616,146,0
1,3590,69,0
1,31868,98,0
1,30634,59,0
1,21979,43,1
1,8650,140,0
1,18789,110,0
1,13199,99,0
1,2192,94,0
1,27583,183,0
1,1422,65,0
1,28737,152,0
1,16697,71,0
1,11980,50,1
1,18830,61,0
1,7,16,0
1,29900,103,0
1,2207,169,0
1,1708,55,0
1,28707,121,0
1,6231,62,0
1,930,36,0
1,8445,171,0
1,19043,35,0
1,11329,130,0
1,1323,52,0
1,29901,103,0
1,5363,46,0
1,3282,74,0
1,27636,59,0
1,19264,22,0
1,1141,106,0
1,11253,174,0
1,29386,165,0
1,569,56,0
1,5203,178,0
1,6205,155,0
1,11145,143,0
1,27515,165,0
1,31060,103,0
1,29991,165,0
1,9799,47,0
1,9999,91,0
1,8814,52,0
1,18591,154,0
1,6352,31,0
1,31973,85,0
1,15324,177,0
1,16837,35,0
1,6739,181,0
1,31166,72,0
1,26736,46,0
1,23792,100,0
1,18266,61,0
1,21320,56,0
1,9513,197,0
1,2291,151,0
1,25087,87,0
1,22411,162,0
1,2824,128,0
1,12704,32,0
1,16989,35,0
1,27525,121,0
1,25376,82,0
1,21387,162,0
1,11078,68,0
1,23825,144,0
1,16621,66,0
1,32017,46,0
1,22324,131,0
1,3086,110,0
1,5862,36,0
1,24728,64,0
1,20865,149,0
1,11964,50,0
1,31061,103,0
1,23575,82,0
1,28634,77,0
1,13673,151,0
1,871,178,0
1,6618,44,0
1,32753,67,0
1,4430,121,0
1,4735,152,0
1,11903,125,0
1,32114,54,0
1,25268,126,0
1,19408,48,0
1,22597,38,0
1,25657,77,0
1,21083,87,0
1,8235,114,0
1,17286,172,0
1,29378,165,0
1,6683,93,1
1,16917,84,0
1,30849,59,0
1,28896,121,0
1,204,26,0
1,16925,40,0
1,22109,43,0
1,20146,136,0
1,19812,43,0
1,17773,97,0
1,16235,66,0
1,12243,174,0
1,30047,64,0
1,2718,66,0
1,23212,175,0
1,14034,195,0
1,2660,53,0
1,12497,156,0
1,3731,69,0
1,9442,122,0
1,11045,130,0
1,29947,72,0
1,6411,49,0
1,8658,52,1
1,31623,191,0
1,22912,38,0
1,26812,95,0
1,16447,190,0
1,26627,95,0
1,27652,46,0
1,7050,119,0
1,4616,33,0
1,14411,120,0
1,7549,39,0
1,18015,79,0
1,24834,113,0
1,13617,182,0
1,24717,38,0
1,27179,38,0
1,24557,126,0
1,26053,46,0
1,528,30,0
1,14889,71,0
1,26535,77,0
1,10174,179,0
1,28657,103,0
1,5987,49,0
1,5280,116,0
1,10012,65,0
1,25153,38,0
1,25976,51,0
1,22670,87,0
1,30987,147,0
1,6794,62,1
1,7325,70,0
1,21602,162,0
1,24073,188,0
1,11616,50,0
1,15586,102,0
1,3706,131,0
1,28491,152,0
1,2618,146,0
1,1719,148,0
1,22808,30,0
1,15197,71,0
1,13696,107,0
1,7342,132,1
1,32019,72,0
1,5642,36,0
1,26853,139,0
1,29314,134,0
1,31948,54,0
1,8059,52,0
1,3575,48,0
1,11609,143,0
1,868,28,0
1,18083,185,0
1,18164,66,0
1,22854,175,0
1,21548,149,0
1,19162,35,0
1,31200,147,0
1,6162,155,0
1,20061,43,0
1,199,119,1
1,4564,108,0
1,11580,55,0
1,22794,69,0
1,24196,69,0
1,27289,183,0
1,2878,128,0
1,19282,74,0
1,4861,165,0
1,6774,44,0
1,17938,53,1
1,9434,60,0
1,11417,130,0
1,3653,131,0
1,3829,56,0
1,10875,117,0
1,4893,134,0
1,11212,99,0
1,7531,62,0
1,15159,133,0
1,22733,82,0
1,28235,59,0
1,10627,55,0
1,29042,72,0
1,9940,91,0
1,12626,156,0
1,23388,144,0
1,25694,77,0
1,18661,136,0
1,7637,39,0
1,21480,100,0
1,7608,31,0
1,7203,119,0
1,28034,33,0
1,13040,138,0
1,6066,23,0
1,25918,108,0
1,30802,147,0
1,15960,53,0
1,22320,131,0
1,20959,131,0
1,16479,159,0
1,3749,175,0
1,30262,222,0
1,10567,60,0
1,28661,103,0
1,25788,77,0
1,12961,169,0
1,28723,152,0
1,32235,129,0
1,3308,43,0
1,21782,69,0
1,1026,36,0
1,27700,152,0
1,29487,134,0
1,1081,137,0
1,28953,165,0
1,21681,131,0
1,19629,136,0
1,22559,268,0
1,2183,138,0
1,14409,76,0
1,31362,54,0
1,16901,58,0
1,30949,178,0
1,17468,141,0
1,2497,89,0
1,7234,163,0
1,28288,121,0
1,436,115,0
1,29881,165,0
1,30330,178,0
1,32443,147,0
1,9118,153,0
1,2423,71,0
1,29205,46,0
1,25262,64,0
1,26295,64,0
1,6540,44,0
1,17135,53,0
1,17683,141,0
1,14314,102,0
1,22288,38,0
1,10321,148,0
1,10083,42,0
1,5337,54,0
1,742,46,0
1,29217,165,0
1,8764,78,0
1,23226,144,0
1,20546,149,0
1,26197,46,0
1,1286,26,0
1,30564,33,0
1,8553,52,0
1,6829,150,0
1,6358,80,0
1,12457,63,0
1,440,115,0
1,5794,142,0
1,2706,40,0
1,30183,103,1
1,232,21,0
1,20890,56,0
1,16471,115,0
1,28634,77,1
1,21392,48,0
1,24925,64,0
1,7703,145,0
1,17076,66,0
1,23787,56,0
1,27852,59,0
1,32135,46,0
1,13936,182,0
1,1500,47,0
1,14033,195,0
1,23864,144,0
1,14691,164,0
1,1327,52,0
1,21906,43,0
1,2819,84,0
1,28948,59,0
1,32034,46,0
1,27114,38,0
1,19883,273,0
1,19789,123,0
1,4644,183,0
1,27417,139,1
1,20926,131,0
1,20850,43,0
1,24284,157,0
1,23226,144,1
1,23996,188,0
1,2066,156,0
1,26989,183,0
1,29942,72,0
1,4475,139,0
1,21692,69,0
1,32249,98,0
1,12536,63,0
1,13514,37,0
1,6164,36,0
1,4708,33,0
1,9632,21,0
1,22869,38,0
1,23077,175,0
1,5978,49,0
1,9852,210,0
1,21449,56,0
1,28409,90,0
1,23187,188,0
1,11508,55,0
1,20536,149,0
1,18791,229,0
1,24149,69,0
1,25028,126,0
1,1470,47,0
1,28717,121,0
1,19003,154,0
1,23216,144,0
1,19813,43,0
1,18751,48,0
1,22838,82,0
1,24690,51,0
1,8262,127,0
1,12126,143,0
1,26833,121,0
1,20728,56,0
1,16625,66,0
1,1515,140,0
1,3513,56,0
1,29132,121,0
1,5135,147,0
1,16126,97,0
1,20860,87,0
1,18132,66,0
1,27718,152,0
1,1971,24,0
1,32145,191,0
1,16699,115,0
1,19805,74,0
1,3780,38,0
1,6041,67,0
1,23215,175,0
1,27297,139,0
1,6493,137,0
1,29412,165,0
1,28877,46,0
1,25735,170,0
1,23083,144,0
1,31543,85,0
1,29913,103,0
1,2450,133,0
1,16055,190,0
1,7372,132,0
1,17331,141,0
1,7799,145,0
1,9970,117,1
1,28059,183,0
1,14854,71,0
1,29056,20,0
1,15120,40,0
1,31704,54,0
1,22723,82,0
1,15662,102,0
1,21402,48,0
1,26045,77,0
1,3534,149,0
1,7714,52,0
1,10175,179,0
1,7817,132,0
1,29943,72,0
1,8253,39,0
1,13804,58,0
1,1225,132,0
1,9515,52,0
1,9991,166,0
1,6812,62,0
1,11734,81,0
1,24043,126,1
1,13645,138,0
1,18800,123,0
1,2719,66,0
1,10494,86,0
1,22543,61,0
1,23682,188,0
1,18856,123,0
1,17507,79,0
1,14489,164,0
1,28151,108,0
1,6739,181,1
1,26762,139,0
1,6639,75,0
1,12243,174,1
1,13663,45,0
1,16068,27,0
1,17774,97,0
1,13841,107,0
1,20142,136,0
1,7159,75,0
1,10929,161,0
1,9972,135,0
1,21579,69,0
1,21398,48,0
1,14002,32,0
1,17816,141,0
1,7851,83,0
1,14032,58,0
1,9777,47,0
1,2764,128,0
1,30259,209,0
1,5128,54,0
1,22362,69,0
1,16420,159,0
1,4603,121,0
1,19078,79,0
1,24226,69,0
1,20809,149,0
1,29650,165,0
1,18028,92,0
1,25330,108,0
1,18324,154,0
1,17794,35,0
1,30955,160,0
1,1287,145,0
1,9179,60,0
1,6997,119,0
1,8374,65,0
1,22041,144,0
1,2699,66,0
1,16343,97,0
1,30391,134,0
1,8634,52,0
1,30199,116,0
1,27870,152,0
1,4866,46,0
1,3842,144,0
1,25328,170,0
1,5576,129,0
1,7687,57,0
1,23785,219,0
1,11158,42,0
1,9988,91,0
1,8715,140,0
1,15860,102,0
1,1133,62,0
1,24276,64,0
1,4313,51,1
1,5908,23,0
1,20404,87,0
1,9040,21,0
1,20916,180,0
1,9675,73,0
1,15090,71,0
1,31151,72,0
1,27537,59,0
1,20880,56,0
1,23249,175,0
1,706,126,0
1,8067,70,0
1,11381,68,0
1,14639,151,0
1,8385,65,0
1,1911,29,0
1,26375,126,0
1,2419,58,0
1,10826,42,0
1,3361,43,0
1,15221,32,0
1,30493,72,0
1,20135,211,1
1,19766,167,0
1,5109,59,0
1,17058,79,0
1,3920,25,0
1,15068,89,0
1,28772,165,0
1,8310,65,0
1,29360,134,0
1,5983,49,0
1,20268,35,0
1,3690,38,0
1,21548,149,1
1,4645,183,0
1,7531,62,1
1,4920,72,0
1,30050,90,0
1,9444,60,0
1,29266,59,0
1,7260,57,0
1,13486,76,0
1,18,20,0
1,6603,44,0
1,28198,82,0
1,3315,74,0
1,7069,150,0
1,12894,76,0
1,23054,100,0
1,17048,79,0
1,16349,159,0
1,25173,64,0
1,12103,187,0
1,25040,126,0
1,6855,88,0
1,26654,69,0
1,6551,137,0
1,29215,103,0
1,13667,58,0
1,2546,32,0
1,25189,64,0
1,794,28,0
1,23936,51,0
1,10420,104,0
1,18452,154,0
1,30318,134,0
1,22438,113,0
1,31260,134,0
1,24463,157,0
1,11043,130,0
1,27980,108,0
1,11796,143,0
1,13349,68,0
1,28194,108,0
1,11083,68,0
1,866,28,0
1,6552,44,0
1,21493,100,0
1,25747,108,0
1,3976,25,0
1,25712,170,0
1,24527,144,0
1,19740,198,0
1,15848,102,0
1,31893,54,0
1,7116,150,0
1,16672,128,0
1,18988,154,0
1,32285,72,0
1,1657,73,0
1,3208,22,0
1,14821,164,0
1,23651,82,0
1,31127,85,0
1,18084,185,0
1,6514,49,0
1,15193,71,0
1,28188,108,0
1,5662,36,0
1,36,21,0
1,29471,103,0
1,16763,115,0
1,28977,165,0
1,8096,114,0
1,29140,46,0
1,24613,95,0
1,11798,50,0
1,25220,64,0
1,28588,103,0
1,31056,103,0
1,30655,147,0
1,24141,43,0
1,10562,55,0
1,8183,127,0
1,31432,103,0
1,7288,44,0
1,5168,103,0
1,32034,46,1
1,24235,250,0
1,32487,160,0
1,16862,97,0
1,30567,85,0
1,24371,38,0
1,17287,172,0
1,25751,77,0
1,29617,134,0
1,6707,44,0
1,27440,33,0
1,10978,130,0
1,4928,28,0
1,25975,201,0
1,1996,50,0
1,25871,77,0
1,4849,20,0
1,16635,97,0
1,13756,151,0
1,10512,55,0
1,12224,50,0
1,14683,71,0
1,17527,48,0
1,26762,139,1
1,13451,138,0
1,20107,118,0
1,21108,149,0
1,11564,50,0
1,5401,160,0
1,13000,138,1
1,24651,38,0
1,28480,77,0
1,14938,40,0
1,30158,103,0
1,7959,96,0
1,14975,164,0
1,25584,77,0
1,28748,33,1
1,32286,72,0
1,5418,54,0
1,17135,53,1
1,917,36,0
1,15284,32,0
1,23894,95,0
1,12769,156,0
1,408,27,1
1,32092,191,0
1,4232,33,0
1,11790,81,0
1,20754,87,0
1,13105,138,0
1,12673,125,0
1,30202,90,0
1,8706,140,0
1,19076,79,0
1,16475,97,0
1,28974,59,0
1,18014,79,0
1,29639,95,0
1,30933,28,0
1,17723,97,0
1,772,121,0
1,32681,129,0
1,19180,167,1
1,15357,115,0
1,27891,152,0
1,6019,41,0
1,16811,66,0
1,24349,157,0
1,9915,47,0
1,21747,131,0
1,19523,48,0
1,27865,90,0
1,4658,152,0
1,31942,54,1
1,7518,88,0
1,2568,27,1
1,19049,198,0
1,24860,64,0
1,5297,98,0
1,21848,118,0
1,31198,85,0
1,11974,50,0
1,26320,139,0
1,16347,159,0
1,24819,95,0
1,10739,73,0
1,30535,191,0
1,20162,87,0
1,8351,233,0
1,7692,52,0
1,6374,124,0
1,10856,55,0
1,7524,39,0
1,1244,88,0
1,10332,55,0
1,7826,145,0
1,3713,69,0
1,10484,148,0
1,13576,37,0
1,28661,103,1
1,3432,105,0
1,18254,154,0
1,11275,86,0
1,11000,42,0
1,14706,164,1
1,29744,134,0
1,14754,102,0
1,20412,87,0
1,17362,79,0
1,18259,66,0
1,21683,131,0
1,32601,160,0
1,30664,59,0
1,4933,134,0
1,10405,179,0
1,3691,69,0
1,4887,46,0
1,11276,86,0
1,20853,105,0
1,8398,65,0
1,696,33,0
1,268,29,0
1,7686,145,0
1,12965,169,0
1,22480,87,0
1,3627,56,0
1,19641,74,0
1,12961,169,1
1,2272,107,0
1,26674,69,0
1,30270,103,0
1,4480,20,0
1,21307,87,0
1,26742,51,0
1,6826,18,0
1,27347,152,0
1,20670,180,0
1,15289,71,0
1,1225,132,1
1,11013,130,0
1,5563,116,0
1,22603,38,0
1,30645,178,0
